emitter,13107,1485204700.76,1485204700.76
emitter,13107,1485204701.09,1485204701.09
emitter,13107,1485204704.77,1485204704.77
emitter,13107,1485204705.1,1485204705.1
emitter,10008,1485204740.82,1485204740.82
emitter,10008,1485204740.82,1485204740.82
emitter,10008,1485204740.82,1485204740.82
emitter,10008,1485204740.82,1485204740.82
emitter,10008,1485204740.82,1485204740.82
emitter,10008,1485204740.82,1485204740.82
emitter,10008,1485204740.84,1485204740.84
emitter,10008,1485204740.84,1485204740.84
emitter,10008,1485204740.84,1485204740.84
emitter,10008,1485204740.84,1485204740.84
emitter,10008,1485204740.84,1485204740.84
emitter,10008,1485204740.84,1485204740.84
emitter,10008,1485204740.84,1485204740.84
emitter,10008,1485204740.84,1485204740.84
emitter,10008,1485204740.84,1485204740.84
emitter,10008,1485204740.84,1485204740.84
emitter,10008,1485204740.84,1485204740.84
emitter,10008,1485204740.84,1485204740.84
emitter,10008,1485204740.84,1485204740.84
emitter,10008,1485204740.84,1485204740.84
emitter,10008,1485204740.84,1485204740.84
emitter,10008,1485204740.84,1485204740.84
emitter,10008,1485204740.84,1485204740.84
emitter,10008,1485204740.84,1485204740.84
emitter,10008,1485204740.84,1485204740.84
emitter,10008,1485204740.84,1485204740.84
emitter,10008,1485204740.84,1485204740.84
emitter,10008,1485204740.84,1485204740.84
emitter,10008,1485204740.84,1485204740.84
emitter,10008,1485204740.84,1485204740.84
emitter,10008,1485204740.84,1485204740.84
emitter,10008,1485204740.84,1485204740.84
emitter,10008,1485204740.84,1485204740.84
emitter,10008,1485204740.84,1485204740.84
emitter,10008,1485204740.84,1485204740.84
emitter,10008,1485204740.84,1485204740.84
emitter,10008,1485204740.84,1485204740.84
emitter,10008,1485204740.84,1485204740.84
emitter,10008,1485204740.84,1485204740.84
emitter,10008,1485204740.84,1485204740.84
emitter,10008,1485204740.85,1485204740.85
emitter,10008,1485204740.85,1485204740.85
emitter,10008,1485204740.85,1485204740.85
emitter,10008,1485204740.85,1485204740.85
emitter,10008,1485204740.85,1485204740.85
emitter,10008,1485204740.85,1485204740.85
emitter,10008,1485204740.85,1485204740.85
emitter,10008,1485204740.85,1485204740.85
emitter,10008,1485204740.85,1485204740.85
emitter,10008,1485204740.85,1485204740.85
emitter,10008,1485204740.85,1485204740.85
emitter,10008,1485204740.85,1485204740.85
emitter,10008,1485204740.85,1485204740.85
emitter,10008,1485204740.85,1485204740.85
emitter,10008,1485204740.85,1485204740.85
emitter,10008,1485204740.85,1485204740.85
emitter,10008,1485204740.85,1485204740.85
emitter,10008,1485204740.85,1485204740.85
emitter,10008,1485204740.85,1485204740.85
emitter,10008,1485204740.85,1485204740.85
emitter,10008,1485204740.85,1485204740.85
emitter,10008,1485204740.85,1485204740.85
emitter,10008,1485204740.85,1485204740.85
emitter,10008,1485204740.86,1485204740.86
emitter,10008,1485204740.86,1485204740.86
emitter,10008,1485204740.86,1485204740.86
emitter,10008,1485204740.86,1485204740.86
emitter,10008,1485204740.86,1485204740.86
emitter,10008,1485204740.86,1485204740.86
emitter,10008,1485204740.86,1485204740.86
emitter,10008,1485204740.86,1485204740.86
emitter,10008,1485204740.86,1485204740.86
emitter,10008,1485204740.86,1485204740.86
emitter,10008,1485204740.86,1485204740.86
emitter,10008,1485204740.86,1485204740.86
emitter,10008,1485204740.86,1485204740.86
emitter,10008,1485204740.86,1485204740.86
emitter,10008,1485204740.86,1485204740.86
emitter,10008,1485204740.86,1485204740.86
emitter,10008,1485204740.86,1485204740.86
emitter,10008,1485204740.86,1485204740.86
emitter,10008,1485204740.86,1485204740.86
emitter,10008,1485204740.87,1485204740.87
emitter,10008,1485204740.87,1485204740.87
emitter,10008,1485204740.87,1485204740.87
emitter,10008,1485204740.87,1485204740.87
emitter,10008,1485204740.87,1485204740.87
emitter,10008,1485204740.87,1485204740.87
emitter,10008,1485204740.87,1485204740.87
emitter,10008,1485204740.87,1485204740.87
emitter,10008,1485204740.87,1485204740.87
emitter,10008,1485204740.87,1485204740.87
emitter,10008,1485204740.87,1485204740.87
emitter,10008,1485204740.87,1485204740.87
emitter,10008,1485204740.87,1485204740.87
emitter,10008,1485204740.87,1485204740.87
emitter,10008,1485204740.87,1485204740.87
emitter,10008,1485204740.87,1485204740.87
emitter,10008,1485204740.87,1485204740.87
emitter,10008,1485204740.87,1485204740.87
emitter,10008,1485204740.88,1485204740.88
emitter,10008,1485204740.88,1485204740.88
emitter,10008,1485204740.88,1485204740.88
emitter,10008,1485204740.88,1485204740.88
emitter,10008,1485204740.88,1485204740.88
emitter,10008,1485204740.88,1485204740.88
emitter,10008,1485204740.88,1485204740.88
emitter,10008,1485204740.88,1485204740.88
emitter,10008,1485204740.88,1485204740.88
emitter,10008,1485204740.88,1485204740.88
emitter,10008,1485204740.88,1485204740.88
emitter,10008,1485204740.88,1485204740.88
emitter,10008,1485204740.88,1485204740.88
emitter,10008,1485204740.88,1485204740.88
emitter,10008,1485204740.88,1485204740.88
emitter,10008,1485204740.88,1485204740.88
emitter,10008,1485204740.88,1485204740.88
emitter,10008,1485204740.88,1485204740.88
emitter,10008,1485204740.89,1485204740.89
emitter,10008,1485204740.89,1485204740.89
emitter,10008,1485204740.89,1485204740.89
emitter,10008,1485204740.89,1485204740.89
emitter,10008,1485204740.89,1485204740.89
emitter,10008,1485204740.89,1485204740.89
emitter,10008,1485204740.89,1485204740.89
emitter,10008,1485204740.89,1485204740.89
emitter,10008,1485204740.89,1485204740.89
emitter,10008,1485204740.89,1485204740.89
emitter,10008,1485204740.89,1485204740.89
emitter,10008,1485204740.89,1485204740.89
emitter,10008,1485204740.89,1485204740.89
emitter,10008,1485204740.89,1485204740.89
emitter,10008,1485204740.89,1485204740.89
emitter,10008,1485204740.89,1485204740.89
emitter,10008,1485204740.89,1485204740.89
emitter,10008,1485204740.9,1485204740.9
emitter,10008,1485204740.9,1485204740.9
